20,1000,100,32,0.0001,35.2542038248
20,100,100,32,0.0001,309.117001813
20,50,100,32,0.0001,468.57453701
20,50,100,32,0.001,524.294163948
20,50,50,32,0.001,518.842315844
20,50,50,32,0.01,530.072214098
2,1000,50,32,0.01,31.0067789247
50,50,50,32,0.0001,500.486185424
50,50,50,32,0.001,522.947467207
50,50,50,32,0.01,526.839045098
